범죄별,범행연령별,항목,단위,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
도시공원법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
도시공원법,성인,범죄자 연령,명,11,1,-,-,-,-,-,-,,,,,,
도시공원법,19세,범죄자 연령,명,,,,-,-,-,-,-,,,,,,
도시공원법,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,23세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,24세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,25세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,26~30세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,31~35세,범죄자 연령,명,1,-,-,-,-,-,-,-,,,,,,
도시공원법,36~40세,범죄자 연령,명,1,-,-,-,-,-,-,-,,,,,,
도시공원법,41~50세,범죄자 연령,명,2,1,-,-,-,-,-,-,,,,,,
도시공원법,51~60세,범죄자 연령,명,6,-,-,-,-,-,-,-,,,,,,
도시공원법,61~70세,범죄자 연령,명,1,-,-,-,-,-,-,-,,,,,,
도시공원법,71세이상,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시공원법,미상,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
도시및주거환경정비법,계,범죄자 연령,명,,,,,,,,,855,592,722,874,1194,1203
도시및주거환경정비법,소년,범죄자 연령,명,,,,,,,,,-,1,-,,-,-
도시및주거환경정비법,14세미만,범죄자 연령,명,,,,,,,,,-,-,-,,,
도시및주거환경정비법,14세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,15세,범죄자 연령,명,,,,,,,,,-,1,-,,-,-
도시및주거환경정비법,16세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,17세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,18세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,성인,범죄자 연령,명,,,,,,,,,738,545,641,783,1137,1071
도시및주거환경정비법,19세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,20세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,21세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,22세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,23세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,24세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,25세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
도시및주거환경정비법,26~30세,범죄자 연령,명,,,,,,,,,1,1,-,2,6,1
도시및주거환경정비법,31~35세,범죄자 연령,명,,,,,,,,,6,1,3,6,6,1
도시및주거환경정비법,36~40세,범죄자 연령,명,,,,,,,,,25,4,13,22,42,22
도시및주거환경정비법,41~45세,범죄자 연령,명,,,,,,,,,32,22,25,54,95,53
도시및주거환경정비법,46~50세,범죄자 연령,명,,,,,,,,,59,42,58,100,179,168
도시및주거환경정비법,51~55세,범죄자 연령,명,,,,,,,,,100,86,82,102,192,189
도시및주거환경정비법,56~60세,범죄자 연령,명,,,,,,,,,139,112,114,158,188,220
도시및주거환경정비법,61~70세,범죄자 연령,명,,,,,,,,,257,173,216,210,271,295
도시및주거환경정비법,71세이상,범죄자 연령,명,,,,,,,,,119,104,130,129,158,122
도시및주거환경정비법,미상,범죄자 연령,명,,,,,,,,,117,46,81,91,57,132
독점규제및공정거래에관한법률,계,범죄자 연령,명,25,16,27,18,11,36,26,13,77,58,13,34,121,83
독점규제및공정거래에관한법률,소년,범죄자 연령,명,-,-,-,-,-,1,-,-,-,-,-,,1,-
독점규제및공정거래에관한법률,14세미만,범죄자 연령,명,-,-,-,-,-,1,-,-,-,-,-,,,
독점규제및공정거래에관한법률,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,1,-
독점규제및공정거래에관한법률,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
독점규제및공정거래에관한법률,성인,범죄자 연령,명,2,3,12,10,7,11,9,11,51,39,5,17,45,40
독점규제및공정거래에관한법률,19세,범죄자 연령,명,,,,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,1,-,,-,-
독점규제및공정거래에관한법률,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,23세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,1,-,,-,-
독점규제및공정거래에관한법률,24세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,25세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
독점규제및공정거래에관한법률,26~30세,범죄자 연령,명,-,-,2,-,-,-,-,-,1,-,-,2,-,-
독점규제및공정거래에관한법률,31~35세,범죄자 연령,명,-,1,-,1,-,-,-,-,5,2,-,,1,-
독점규제및공정거래에관한법률,36~40세,범죄자 연령,명,2,-,-,2,1,-,1,1,4,4,-,1,1,1
독점규제및공정거래에관한법률,41~45세,범죄자 연령,명,,,,,,,,,3,-,-,5,5,1
독점규제및공정거래에관한법률,46~50세,범죄자 연령,명,,,,,,,,,4,5,-,,5,6
독점규제및공정거래에관한법률,41~50세,범죄자 연령,명,-,2,7,6,2,7,7,3,,,,,,
독점규제및공정거래에관한법률,51~55세,범죄자 연령,명,,,,,,,,,13,9,3,2,8,9
독점규제및공정거래에관한법률,56~60세,범죄자 연령,명,,,,,,,,,11,9,2,2,6,7
독점규제및공정거래에관한법률,51~60세,범죄자 연령,명,-,-,1,1,3,2,1,5,,,,,,
독점규제및공정거래에관한법률,61~70세,범죄자 연령,명,-,-,2,-,-,2,-,2,9,8,-,5,15,3
독점규제및공정거래에관한법률,71세이상,범죄자 연령,명,-,-,-,-,1,-,-,-,1,-,-,,4,13
독점규제및공정거래에관한법률,미상,범죄자 연령,명,23,13,15,8,4,24,17,2,26,19,8,17,75,43
디자인보호법,계,범죄자 연령,명,366,428,486,470,306,375,713,484,402,334,250,354,337,384
디자인보호법,소년,범죄자 연령,명,-,-,1,1,-,-,-,-,-,-,-,,-,-
디자인보호법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
디자인보호법,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
디자인보호법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
디자인보호법,16세,범죄자 연령,명,-,-,-,1,-,-,-,-,-,-,-,,-,-
디자인보호법,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
디자인보호법,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
디자인보호법,19세,범죄자 연령,명,-,-,1,,,,,,,,,,,
디자인보호법,성인,범죄자 연령,명,276,328,376,364,241,296,504,371,353,307,225,268,313,369
디자인보호법,19세,범죄자 연령,명,,,,-,-,-,-,2,-,1,-,,-,-
디자인보호법,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
디자인보호법,21세,범죄자 연령,명,-,-,-,-,-,-,-,4,1,1,-,,-,-
디자인보호법,22세,범죄자 연령,명,-,-,-,1,-,-,4,3,1,1,1,,1,-
디자인보호법,23세,범죄자 연령,명,1,1,1,-,-,1,2,4,1,-,-,,-,2
디자인보호법,24세,범죄자 연령,명,-,-,-,1,1,1,-,8,-,-,-,,-,2
디자인보호법,25세,범죄자 연령,명,1,-,2,1,1,1,2,5,4,3,-,1,2,4
디자인보호법,26~30세,범죄자 연령,명,13,12,20,19,8,19,33,41,24,24,14,18,25,44
디자인보호법,31~35세,범죄자 연령,명,17,29,45,38,22,27,69,36,32,29,18,27,40,42
디자인보호법,36~40세,범죄자 연령,명,57,47,49,58,24,46,78,38,50,37,38,49,58,52
디자인보호법,41~45세,범죄자 연령,명,,,,,,,,,65,52,27,27,63,51
디자인보호법,46~50세,범죄자 연령,명,,,,,,,,,61,47,46,44,25,43
디자인보호법,41~50세,범죄자 연령,명,121,151,162,140,111,111,184,119,,,,,,
디자인보호법,51~55세,범죄자 연령,명,,,,,,,,,50,61,36,41,36,48
디자인보호법,56~60세,범죄자 연령,명,,,,,,,,,36,24,27,35,38,40
디자인보호법,51~60세,범죄자 연령,명,53,75,81,77,59,66,103,83,,,,,,
디자인보호법,61~70세,범죄자 연령,명,9,12,16,27,14,22,28,28,23,17,15,20,21,32
디자인보호법,71세이상,범죄자 연령,명,4,1,-,2,1,2,1,-,5,10,3,6,4,9
디자인보호법,미상,범죄자 연령,명,90,100,109,105,65,79,209,113,49,27,25,86,24,15
마약류관리에관한법률(대마),계,범죄자 연령,명,734,819,829,1292,1366,878,876,855,909,933,1056,1315,1189,1963
마약류관리에관한법률(대마),소년,범죄자 연령,명,7,1,6,12,11,1,2,8,24,18,7,16,17,28
마약류관리에관한법률(대마),14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
마약류관리에관한법률(대마),14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,1,,-,-
마약류관리에관한법률(대마),15세,범죄자 연령,명,1,-,-,1,-,-,-,-,1,-,-,1,-,-
마약류관리에관한법률(대마),16세,범죄자 연령,명,-,-,-,3,1,-,-,-,7,3,1,2,-,-
마약류관리에관한법률(대마),17세,범죄자 연령,명,1,-,1,2,1,-,1,2,10,8,1,4,6,9
마약류관리에관한법률(대마),18세,범죄자 연령,명,2,1,4,6,9,1,1,6,6,7,4,9,11,19
마약류관리에관한법률(대마),19세,범죄자 연령,명,3,-,1,,,,,,,,,,,
마약류관리에관한법률(대마),성인,범죄자 연령,명,593,684,656,1075,1317,811,789,749,885,818,982,1189,1060,1922
마약류관리에관한법률(대마),19세,범죄자 연령,명,,,,5,3,1,7,5,12,7,6,21,20,32
마약류관리에관한법률(대마),20세,범죄자 연령,명,4,1,5,13,9,2,11,12,17,6,10,20,21,49
마약류관리에관한법률(대마),21세,범죄자 연령,명,5,4,5,6,7,5,9,10,28,19,19,26,23,57
마약류관리에관한법률(대마),22세,범죄자 연령,명,2,11,5,8,22,13,1,12,18,28,18,24,26,58
마약류관리에관한법률(대마),23세,범죄자 연령,명,8,6,3,15,14,9,8,13,26,26,25,42,37,76
마약류관리에관한법률(대마),24세,범죄자 연령,명,6,5,7,18,22,9,9,24,37,18,28,48,43,87
마약류관리에관한법률(대마),25세,범죄자 연령,명,8,17,17,25,44,10,9,20,29,22,44,50,34,103
마약류관리에관한법률(대마),26~30세,범죄자 연령,명,59,62,91,118,281,74,106,123,120,126,151,221,231,512
마약류관리에관한법률(대마),31~35세,범죄자 연령,명,72,112,96,155,219,113,102,96,153,113,139,182,122,305
마약류관리에관한법률(대마),36~40세,범죄자 연령,명,107,107,114,171,205,113,98,82,93,102,116,149,107,194
마약류관리에관한법률(대마),41~45세,범죄자 연령,명,,,,,,,,,88,93,106,93,84,90
마약류관리에관한법률(대마),46~50세,범죄자 연령,명,,,,,,,,,98,102,100,102,72,97
마약류관리에관한법률(대마),41~50세,범죄자 연령,명,201,238,209,285,313,255,236,191,,,,,,
마약류관리에관한법률(대마),51~55세,범죄자 연령,명,,,,,,,,,83,86,83,76,99,108
마약류관리에관한법률(대마),56~60세,범죄자 연령,명,,,,,,,,,44,36,61,45,53,75
마약류관리에관한법률(대마),51~60세,범죄자 연령,명,61,90,58,138,137,146,136,102,,,,,,
마약류관리에관한법률(대마),61~70세,범죄자 연령,명,32,16,29,67,24,30,33,40,23,19,37,59,47,52
마약류관리에관한법률(대마),71세이상,범죄자 연령,명,28,15,17,51,17,31,24,19,16,15,39,31,41,27
마약류관리에관한법률(대마),미상,범죄자 연령,명,134,134,167,205,38,66,85,98,-,97,67,110,112,13
마약류관리에관한법률(마약),계,범죄자 연령,명,666,801,1284,2091,791,663,540,602,622,1047,1305,1346,1349,1494
마약류관리에관한법률(마약),소년,범죄자 연령,명,-,-,2,1,-,-,-,-,-,-,-,2,2,1
마약류관리에관한법률(마약),14세미만,범죄자 연령,명,-,-,1,-,-,-,-,-,-,-,-,,,
마약류관리에관한법률(마약),14세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
마약류관리에관한법률(마약),15세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,-,-
마약류관리에관한법률(마약),16세,범죄자 연령,명,-,-,-,1,-,-,-,-,-,-,-,1,1,1
마약류관리에관한법률(마약),17세,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,1,1,-
마약류관리에관한법률(마약),18세,범죄자 연령,명,-,-,1,-,-,-,-,-,-,-,-,,-,-
마약류관리에관한법률(마약),19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
마약류관리에관한법률(마약),성인,범죄자 연령,명,554,667,1198,1977,785,625,505,582,618,1011,1255,1301,1315,1488
마약류관리에관한법률(마약),19세,범죄자 연령,명,,,,-,-,-,-,1,-,-,2,,-,2
마약류관리에관한법률(마약),20세,범죄자 연령,명,-,-,-,1,1,-,1,-,1,-,-,,1,2
마약류관리에관한법률(마약),21세,범죄자 연령,명,1,-,1,2,-,3,1,1,5,1,2,1,2,4
마약류관리에관한법률(마약),22세,범죄자 연령,명,1,-,-,1,-,-,2,-,2,-,-,2,-,3
마약류관리에관한법률(마약),23세,범죄자 연령,명,1,-,-,3,-,2,-,1,6,-,-,,3,6
마약류관리에관한법률(마약),24세,범죄자 연령,명,1,1,2,-,-,-,-,4,3,-,-,4,2,4
마약류관리에관한법률(마약),25세,범죄자 연령,명,-,1,3,4,-,1,2,3,1,1,3,1,7,6
마약류관리에관한법률(마약),26~30세,범죄자 연령,명,2,7,12,11,18,9,12,8,12,18,22,16,32,36
마약류관리에관한법률(마약),31~35세,범죄자 연령,명,13,8,16,22,14,14,7,14,20,14,18,19,15,48
마약류관리에관한법률(마약),36~40세,범죄자 연령,명,15,9,24,35,25,14,13,16,26,20,30,15,28,38
마약류관리에관한법률(마약),41~45세,범죄자 연령,명,,,,,,,,,27,21,36,38,44,20
마약류관리에관한법률(마약),46~50세,범죄자 연령,명,,,,,,,,,32,32,53,53,42,46
마약류관리에관한법률(마약),41~50세,범죄자 연령,명,66,85,138,214,103,64,51,56,,,,,,
마약류관리에관한법률(마약),51~55세,범죄자 연령,명,,,,,,,,,46,72,84,81,74,79
마약류관리에관한법률(마약),56~60세,범죄자 연령,명,,,,,,,,,66,145,132,145,143,156
마약류관리에관한법률(마약),51~60세,범죄자 연령,명,127,165,289,430,205,144,114,117,,,,,,
마약류관리에관한법률(마약),61~70세,범죄자 연령,명,193,200,398,667,221,178,157,161,185,309,380,383,404,421
마약류관리에관한법률(마약),71세이상,범죄자 연령,명,134,191,315,587,198,196,145,200,186,378,493,543,518,617
마약류관리에관한법률(마약),미상,범죄자 연령,명,112,134,84,113,6,38,35,20,4,36,50,43,32,5
마약류관리에관한법률(향정),계,범죄자 연령,명,4958,6161,5585,5998,3689,4742,5653,5240,5351,6896,7628,7700,6465,7789
마약류관리에관한법률(향정),소년,범죄자 연령,명,13,6,15,15,7,8,8,18,25,38,37,25,39,56
마약류관리에관한법률(향정),14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,,,
마약류관리에관한법률(향정),14세,범죄자 연령,명,1,1,4,-,-,-,-,-,2,-,-,,1,2
마약류관리에관한법률(향정),15세,범죄자 연령,명,-,-,2,-,-,-,-,3,3,1,3,2,3,3
마약류관리에관한법률(향정),16세,범죄자 연령,명,-,1,-,2,2,1,1,1,3,4,9,2,5,5
마약류관리에관한법률(향정),17세,범죄자 연령,명,4,-,4,2,3,3,1,7,9,13,12,8,12,15
마약류관리에관한법률(향정),18세,범죄자 연령,명,3,-,2,11,2,4,6,7,8,20,13,13,18,31
마약류관리에관한법률(향정),19세,범죄자 연령,명,5,4,3,,,,,,,,,,,
마약류관리에관한법률(향정),성인,범죄자 연령,명,3322,4716,4317,4653,3535,4201,4786,4706,5317,6167,6998,7179,6039,7699
마약류관리에관한법률(향정),19세,범죄자 연령,명,,,,22,7,7,12,15,22,23,28,22,36,77
마약류관리에관한법률(향정),20세,범죄자 연령,명,8,8,6,18,12,15,16,16,24,36,43,36,52,92
마약류관리에관한법률(향정),21세,범죄자 연령,명,12,15,13,29,12,17,24,26,33,25,41,55,49,119
마약류관리에관한법률(향정),22세,범죄자 연령,명,11,8,19,45,19,18,38,38,39,55,70,68,74,112
마약류관리에관한법률(향정),23세,범죄자 연령,명,14,12,26,78,29,21,34,38,42,71,79,89,100,138
마약류관리에관한법률(향정),24세,범죄자 연령,명,37,30,39,96,38,32,35,21,42,48,103,110,92,150
마약류관리에관한법률(향정),25세,범죄자 연령,명,36,51,48,100,50,29,50,54,62,110,98,133,128,182
마약류관리에관한법률(향정),26~30세,범죄자 연령,명,263,459,522,688,439,267,333,319,449,484,628,709,644,983
마약류관리에관한법률(향정),31~35세,범죄자 연령,명,586,786,669,791,539,587,669,608,712,783,847,885,753,1088
마약류관리에관한법률(향정),36~40세,범죄자 연령,명,832,1117,958,951,708,816,916,854,895,1010,1171,1233,870,1127
마약류관리에관한법률(향정),41~45세,범죄자 연령,명,,,,,,,,,1169,1319,1347,1125,930,1015
마약류관리에관한법률(향정),46~50세,범죄자 연령,명,,,,,,,,,898,1012,1172,1209,1026,1126
마약류관리에관한법률(향정),41~50세,범죄자 연령,명,1234,1806,1588,1383,1226,1711,1874,1864,,,,,,
마약류관리에관한법률(향정),51~55세,범죄자 연령,명,,,,,,,,,630,732,809,875,694,820
마약류관리에관한법률(향정),56~60세,범죄자 연령,명,,,,,,,,,201,317,402,425,393,456
마약류관리에관한법률(향정),51~60세,범죄자 연령,명,258,365,364,375,400,584,709,768,,,,,,
마약류관리에관한법률(향정),61~70세,범죄자 연령,명,24,48,44,63,49,86,67,72,83,122,142,185,182,191
마약류관리에관한법률(향정),71세이상,범죄자 연령,명,7,11,21,14,7,11,9,13,16,20,18,20,16,23
마약류관리에관한법률(향정),미상,범죄자 연령,명,1623,1439,1253,1330,147,533,859,516,9,691,593,496,387,34
마약류불법거래방지에관한특례법,계,범죄자 연령,명,17,6,2,68,5,5,7,12,,,,,,
마약류불법거래방지에관한특례법,소년,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
마약류불법거래방지에관한특례법,성인,범죄자 연령,명,12,6,-,66,5,5,5,10,,,,,,
마약류불법거래방지에관한특례법,19세,범죄자 연령,명,,,,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,20세,범죄자 연령,명,-,-,-,-,-,-,-,1,,,,,,
마약류불법거래방지에관한특례법,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,22세,범죄자 연령,명,-,-,-,2,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,23세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,24세,범죄자 연령,명,1,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,25세,범죄자 연령,명,3,-,-,2,-,-,-,2,,,,,,
마약류불법거래방지에관한특례법,26~30세,범죄자 연령,명,1,-,-,15,-,-,1,2,,,,,,
마약류불법거래방지에관한특례법,31~35세,범죄자 연령,명,4,-,-,24,-,-,-,2,,,,,,
마약류불법거래방지에관한특례법,36~40세,범죄자 연령,명,2,2,-,7,1,1,-,2,,,,,,
마약류불법거래방지에관한특례법,41~50세,범죄자 연령,명,1,3,-,15,4,3,2,1,,,,,,
마약류불법거래방지에관한특례법,51~60세,범죄자 연령,명,-,1,-,1,-,-,2,-,,,,,,
마약류불법거래방지에관한특례법,61~70세,범죄자 연령,명,-,-,-,-,-,1,-,-,,,,,,
마약류불법거래방지에관한특례법,71세이상,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
마약류불법거래방지에관한특례법,미상,범죄자 연령,명,5,-,2,2,-,-,2,2,,,,,,
물환경보전법,계,범죄자 연령,명,,,,,,,,,1106,1031,1095,1039,885,849
물환경보전법,소년,범죄자 연령,명,,,,,,,,,-,-,-,1,-,-
물환경보전법,14세미만,범죄자 연령,명,,,,,,,,,-,-,-,,,
물환경보전법,14세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
물환경보전법,15세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
물환경보전법,16세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
물환경보전법,17세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
물환경보전법,18세,범죄자 연령,명,,,,,,,,,-,-,-,1,-,-
물환경보전법,성인,범죄자 연령,명,,,,,,,,,1082,979,965,983,849,841
물환경보전법,19세,범죄자 연령,명,,,,,,,,,-,-,-,,-,-
물환경보전법,20세,범죄자 연령,명,,,,,,,,,-,2,-,,-,-
물환경보전법,21세,범죄자 연령,명,,,,,,,,,-,-,-,1,-,1
물환경보전법,22세,범죄자 연령,명,,,,,,,,,-,1,-,,2,-
물환경보전법,23세,범죄자 연령,명,,,,,,,,,-,-,1,,-,-
물환경보전법,24세,범죄자 연령,명,,,,,,,,,-,-,-,,1,-
물환경보전법,25세,범죄자 연령,명,,,,,,,,,2,3,-,1,-,-
물환경보전법,26~30세,범죄자 연령,명,,,,,,,,,8,14,13,8,12,9
물환경보전법,31~35세,범죄자 연령,명,,,,,,,,,35,37,34,45,26,26
물환경보전법,36~40세,범죄자 연령,명,,,,,,,,,74,73,58,61,50,58
물환경보전법,41~45세,범죄자 연령,명,,,,,,,,,153,122,139,98,111,85
물환경보전법,46~50세,범죄자 연령,명,,,,,,,,,236,195,192,173,147,126
물환경보전법,51~55세,범죄자 연령,명,,,,,,,,,268,205,223,213,167,203
물환경보전법,56~60세,범죄자 연령,명,,,,,,,,,157,173,170,201,201,169
물환경보전법,61~70세,범죄자 연령,명,,,,,,,,,128,134,118,154,110,140
물환경보전법,71세이상,범죄자 연령,명,,,,,,,,,21,20,17,28,22,24
물환경보전법,미상,범죄자 연령,명,,,,,,,,,24,52,130,55,36,8
민사소송법,계,범죄자 연령,명,8,4,11,6,4,2,7,2,,,,,,
민사소송법,소년,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
민사소송법,성인,범죄자 연령,명,7,4,11,6,4,2,7,2,,,,,,
민사소송법,19세,범죄자 연령,명,,,,-,-,-,-,-,,,,,,
민사소송법,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,21세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,22세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,23세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,24세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,25세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
민사소송법,26~30세,범죄자 연령,명,-,-,-,-,-,-,1,-,,,,,,
민사소송법,31~35세,범죄자 연령,명,1,1,2,-,-,-,-,-,,,,,,
민사소송법,36~40세,범죄자 연령,명,1,1,-,1,1,-,-,-,,,,,,
민사소송법,41~50세,범죄자 연령,명,3,1,2,2,2,1,1,1,,,,,,
민사소송법,51~60세,범죄자 연령,명,1,1,5,2,1,1,5,1,,,,,,
민사소송법,61~70세,범죄자 연령,명,1,-,-,1,-,-,-,-,,,,,,
민사소송법,71세이상,범죄자 연령,명,-,-,2,-,-,-,-,-,,,,,,
민사소송법,미상,범죄자 연령,명,1,-,-,-,-,-,-,-,,,,,,
밀항단속법,계,범죄자 연령,명,256,297,256,225,109,160,103,65,,,,,,
밀항단속법,소년,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,14세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,15세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,16세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,17세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,18세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,19세,범죄자 연령,명,-,-,-,,,,,,,,,,,
밀항단속법,성인,범죄자 연령,명,242,275,247,208,107,159,101,65,,,,,,
밀항단속법,19세,범죄자 연령,명,,,,1,-,-,-,-,,,,,,
밀항단속법,20세,범죄자 연령,명,-,-,-,-,-,-,-,-,,,,,,
밀항단속법,21세,범죄자 연령,명,-,-,1,-,-,-,-,-,,,,,,
밀항단속법,22세,범죄자 연령,명,2,-,-,1,-,-,-,-,,,,,,
밀항단속법,23세,범죄자 연령,명,-,1,2,-,-,-,-,-,,,,,,
밀항단속법,24세,범죄자 연령,명,-,-,2,1,-,-,-,-,,,,,,
밀항단속법,25세,범죄자 연령,명,-,3,2,1,-,-,-,-,,,,,,
밀항단속법,26~30세,범죄자 연령,명,17,29,12,14,2,3,3,2,,,,,,
밀항단속법,31~35세,범죄자 연령,명,34,52,37,22,13,11,7,6,,,,,,
밀항단속법,36~40세,범죄자 연령,명,52,54,60,43,23,26,10,6,,,,,,
