범죄별,범행연령별,항목,단위,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
강력범죄(흉악),성인,범죄자 연령,명,12625,11954,15785,18206,19616,22328,22025,24974,26537,28477,29889,32827,32501,33261
강력범죄(흉악),19세,범죄자 연령,명,,,,393,557,764,631,624,760,739,739,809,822,949
강력범죄(흉악),20세,범죄자 연령,명,147,151,236,218,306,493,486,434,549,551,593,679,645,715
강력범죄(흉악),21세,범죄자 연령,명,172,139,212,239,267,362,434,528,570,556,610,696,739,746
강력범죄(흉악),22세,범죄자 연령,명,281,194,291,374,382,444,495,571,757,804,770,899,849,919
강력범죄(흉악),23세,범죄자 연령,명,325,242,381,431,448,508,494,624,688,844,850,921,934,911
강력범죄(흉악),24세,범죄자 연령,명,371,387,457,463,465,493,494,594,693,752,898,1074,1036,1071
강력범죄(흉악),25세,범죄자 연령,명,390,401,464,513,527,547,560,599,615,772,749,1006,1101,1015
강력범죄(흉악),26~30세,범죄자 연령,명,1787,1756,2371,2834,2929,3202,3202,3411,3243,3396,3616,4073,4149,4387
강력범죄(흉악),31~35세,범죄자 연령,명,1951,1705,2090,2411,2502,2863,2878,3320,3320,3677,3650,3821,3377,3406
강력범죄(흉악),36~40세,범죄자 연령,명,2078,1856,2460,2672,2671,2811,2675,2851,2831,3012,3162,3460,3392,3482
강력범죄(흉악),41~45세,범죄자 연령,명,,,,,,,,,3296,3260,3209,3280,3105,2942
강력범죄(흉악),46~50세,범죄자 연령,명,,,,,,,,,2934,3122,3247,3424,3411,3313
강력범죄(흉악),41~50세,범죄자 연령,명,3359,3328,4259,4689,5025,5558,5223,5845,,,,,,
강력범죄(흉악),51~55세,범죄자 연령,명,,,,,,,,,2581,2761,2943,2998,2999,2990
강력범죄(흉악),56~60세,범죄자 연령,명,,,,,,,,,1707,1910,2174,2518,2661,2665
강력범죄(흉악),51~60세,범죄자 연령,명,1210,1295,1783,2132,2517,3036,3181,3874,,,,,,
강력범죄(흉악),61~70세,범죄자 연령,명,455,411,610,659,803,978,927,1236,1419,1646,1848,2260,2318,2617
강력범죄(흉악),71세이상,범죄자 연령,명,99,89,171,178,217,269,345,463,574,675,831,909,963,1133
강력범죄(흉악),미상,범죄자 연령,명,926,845,1047,1176,610,578,670,685,166,585,297,293,631,464
살인,계,범죄자 연령,명,959,968,989,1208,1073,1236,1116,1047,1063,1050,1043,986,1095,1050
살인,소년,범죄자 연령,명,20,19,12,18,19,12,26,23,33,16,19,18,11,20
살인,14세미만,범죄자 연령,명,-,-,-,-,-,-,-,-,-,-,-,1,,
살인,14세,범죄자 연령,명,1,-,-,-,1,-,1,2,2,-,2,1,-,2
살인,15세,범죄자 연령,명,2,1,1,3,3,1,5,3,11,2,2,1,-,1
살인,16세,범죄자 연령,명,3,3,3,4,5,3,5,3,7,2,1,,4,4
살인,17세,범죄자 연령,명,3,3,1,8,5,3,7,6,6,8,6,11,3,5
살인,18세,범죄자 연령,명,6,5,5,3,5,5,8,9,7,4,8,4,4,8
살인,19세,범죄자 연령,명,5,7,2,,,,,,,,,,,
살인,성인,범죄자 연령,명,853,860,906,1099,1046,1209,1070,999,1004,974,987,907,878,891
살인,19세,범죄자 연령,명,,,,5,8,9,7,10,9,5,5,12,6,12
살인,20세,범죄자 연령,명,5,7,7,8,6,9,6,8,10,4,10,8,14,2
살인,21세,범죄자 연령,명,7,4,5,11,8,7,12,8,6,13,6,11,12,9
살인,22세,범죄자 연령,명,5,4,6,8,6,16,8,11,14,10,11,8,14,16
살인,23세,범죄자 연령,명,14,7,9,17,13,11,14,11,14,15,10,10,10,10
살인,24세,범죄자 연령,명,10,15,13,7,17,14,10,9,12,9,14,14,10,8
살인,25세,범죄자 연령,명,13,13,11,17,7,14,14,12,7,16,14,19,12,5
살인,26~30세,범죄자 연령,명,78,70,73,100,89,101,102,98,48,67,65,69,58,64
살인,31~35세,범죄자 연령,명,92,97,75,109,103,119,92,85,83,77,98,75,70,75
살인,36~40세,범죄자 연령,명,126,140,139,165,125,160,136,88,118,101,96,86,84,83
살인,41~45세,범죄자 연령,명,,,,,,,,,167,135,120,100,96,80
살인,46~50세,범죄자 연령,명,,,,,,,,,158,146,169,122,123,113
살인,41~50세,범죄자 연령,명,316,296,348,350,351,400,339,293,,,,,,
살인,51~55세,범죄자 연령,명,,,,,,,,,134,147,132,124,113,116
살인,56~60세,범죄자 연령,명,,,,,,,,,97,107,108,112,101,126
살인,51~60세,범죄자 연령,명,128,138,150,210,228,255,234,245,,,,,,
살인,61~70세,범죄자 연령,명,43,54,57,64,66,67,64,78,94,69,90,95,107,129
살인,71세이상,범죄자 연령,명,16,15,13,28,19,27,32,43,33,53,39,42,48,43
살인,미상,범죄자 연령,명,86,89,71,91,8,15,20,25,26,60,37,61,206,139
강도,계,범죄자 연령,명,3047,3129,4039,5584,3611,4667,3635,2872,2124,2046,1846,1497,1320,1495
강도,소년,범죄자 연령,명,766,929,1226,1414,819,1082,877,623,405,432,317,244,215,366
강도,14세미만,범죄자 연령,명,1,2,-,4,-,-,2,1,-,-,-,,,
강도,14세,범죄자 연령,명,75,110,129,143,56,30,63,61,37,-,16,9,27,38
강도,15세,범죄자 연령,명,122,207,259,274,152,163,115,101,87,75,43,33,34,69
강도,16세,범죄자 연령,명,193,202,296,409,220,271,223,140,94,122,99,70,49,86
강도,17세,범죄자 연령,명,159,173,243,332,190,314,270,174,98,134,94,69,57,78
강도,18세,범죄자 연령,명,125,153,207,252,201,304,204,146,89,101,65,63,48,95
강도,19세,범죄자 연령,명,91,82,92,,,,,,,,,,,
강도,성인,범죄자 연령,명,2015,1964,2504,3718,2604,3376,2611,2080,1684,1564,1401,1225,949,999
강도,19세,범죄자 연령,명,,,,158,143,221,157,102,70,98,80,51,53,82
강도,20세,범죄자 연령,명,49,68,84,67,74,120,92,71,59,63,57,39,52,52
강도,21세,범죄자 연령,명,58,48,77,82,63,87,87,82,54,42,59,20,30,46
강도,22세,범죄자 연령,명,76,56,87,109,77,86,87,71,63,44,53,47,38,29
강도,23세,범죄자 연령,명,94,60,89,108,86,132,61,50,39,29,26,29,29,23
강도,24세,범죄자 연령,명,100,82,123,146,80,98,79,54,54,39,29,46,30,27
강도,25세,범죄자 연령,명,105,103,93,135,101,91,72,67,55,49,29,26,23,23
강도,26~30세,범죄자 연령,명,402,419,548,738,505,545,495,319,248,212,166,156,100,129
강도,31~35세,범죄자 연령,명,338,318,347,516,369,492,418,337,256,265,213,178,98,115
강도,36~40세,범죄자 연령,명,288,280,359,517,346,400,292,264,205,174,175,160,109,103
강도,41~45세,범죄자 연령,명,,,,,,,,,200,170,140,120,100,79
강도,46~50세,범죄자 연령,명,,,,,,,,,134,140,145,135,103,97
강도,41~50세,범죄자 연령,명,389,398,511,781,527,714,496,417,,,,,,
강도,51~55세,범죄자 연령,명,,,,,,,,,114,126,95,101,79,76
강도,56~60세,범죄자 연령,명,,,,,,,,,74,66,76,62,59,65
강도,51~60세,범죄자 연령,명,90,102,142,293,182,309,215,192,,,,,,
강도,61~70세,범죄자 연령,명,18,27,41,62,41,71,49,42,47,36,46,44,38,42
강도,71세이상,범죄자 연령,명,8,3,3,6,10,10,11,12,12,11,12,11,8,11
강도,미상,범죄자 연령,명,266,236,309,452,188,209,147,169,35,50,128,28,156,130
방화,계,범죄자 연령,명,1049,998,1443,1443,1321,1412,1413,1397,1451,1480,1351,1263,1368,1294
방화,소년,범죄자 연령,명,92,146,189,176,161,174,201,140,156,58,147,118,110,99
방화,14세미만,범죄자 연령,명,7,2,3,2,4,-,11,2,-,-,-,,,
방화,14세,범죄자 연령,명,15,32,52,54,24,19,50,42,47,-,27,27,36,31
방화,15세,범죄자 연령,명,21,45,65,53,48,37,44,31,36,24,33,29,27,27
방화,16세,범죄자 연령,명,30,31,39,25,43,64,36,29,38,15,46,36,18,27
방화,17세,범죄자 연령,명,6,20,14,24,19,37,34,22,24,10,32,16,17,9
방화,18세,범죄자 연령,명,9,9,10,18,23,17,26,14,11,9,9,10,12,5
방화,19세,범죄자 연령,명,4,7,6,,,,,,,,,,,
방화,성인,범죄자 연령,명,906,797,1206,1202,1137,1229,1197,1241,1294,1381,1202,1144,1247,1191
방화,19세,범죄자 연령,명,,,,12,10,14,24,21,15,23,18,12,16,22
방화,20세,범죄자 연령,명,5,5,3,10,12,12,9,11,13,14,13,7,17,10
방화,21세,범죄자 연령,명,2,1,4,7,4,12,6,17,10,9,12,10,8,14
방화,22세,범죄자 연령,명,5,4,6,7,8,8,13,14,23,16,9,12,17,20
방화,23세,범죄자 연령,명,4,1,12,6,7,9,16,10,10,21,12,18,18,20
방화,24세,범죄자 연령,명,6,11,14,12,5,14,6,9,19,8,12,17,15,13
방화,25세,범죄자 연령,명,7,4,11,9,14,12,8,14,10,12,7,7,17,19
방화,26~30세,범죄자 연령,명,47,44,73,90,82,63,78,77,58,61,49,60,54,62
방화,31~35세,범죄자 연령,명,94,82,115,87,87,99,74,90,99,103,102,69,82,69
방화,36~40세,범죄자 연령,명,184,155,185,190,147,140,141,109,111,103,89,105,92,91
방화,41~45세,범죄자 연령,명,,,,,,,,,211,194,151,143,133,117
방화,46~50세,범죄자 연령,명,,,,,,,,,228,262,204,202,193,201
방화,41~50세,범죄자 연령,명,381,329,520,498,476,466,441,435,,,,,,
방화,51~55세,범죄자 연령,명,,,,,,,,,227,243,227,189,206,185
방화,56~60세,범죄자 연령,명,,,,,,,,,137,170,151,157,213,167
방화,51~60세,범죄자 연령,명,125,132,209,222,222,299,310,331,,,,,,
방화,61~70세,범죄자 연령,명,36,23,42,45,43,66,52,73,90,100,104,100,120,135
방화,71세이상,범죄자 연령,명,10,6,12,7,20,15,19,30,33,42,42,36,46,46
방화,미상,범죄자 연령,명,51,55,48,65,23,9,15,16,1,41,2,1,11,4
강간,계,범죄자 연령,명,10353,9632,13377,14329,17327,18880,19321,22864,,,,,,
강간,소년,범죄자 연령,명,979,834,1589,1574,2107,2021,1686,1735,,,,,,
강간,14세미만,범죄자 연령,명,12,6,15,14,8,6,24,15,,,,,,
강간,14세,범죄자 연령,명,113,125,148,169,167,92,183,189,,,,,,
강간,15세,범죄자 연령,명,167,126,321,286,390,306,266,293,,,,,,
강간,16세,범죄자 연령,명,198,166,352,392,500,529,357,339,,,,,,
강간,17세,범죄자 연령,명,173,171,261,396,542,553,405,436,,,,,,
강간,18세,범죄자 연령,명,188,132,257,317,500,535,451,463,,,,,,
강간,19세,범죄자 연령,명,128,108,235,,,,,,,,,,,
강간,성인,범죄자 연령,명,8851,8333,11169,12187,14829,16514,17147,20654,,,,,,
강간,19세,범죄자 연령,명,,,,218,396,520,443,491,,,,,,
강간,20세,범죄자 연령,명,88,71,142,133,214,352,379,344,,,,,,
강간,21세,범죄자 연령,명,105,86,126,139,192,256,329,421,,,,,,
강간,22세,범죄자 연령,명,195,130,192,250,291,334,387,475,,,,,,
강간,23세,범죄자 연령,명,213,174,271,300,342,356,403,553,,,,,,
강간,24세,범죄자 연령,명,255,279,307,298,363,367,399,522,,,,,,
강간,25세,범죄자 연령,명,265,281,349,352,405,430,466,506,,,,,,
강간,26~30세,범죄자 연령,명,1260,1223,1677,1906,2253,2493,2527,2917,,,,,,
강간,31~35세,범죄자 연령,명,1427,1208,1553,1699,1943,2153,2294,2808,,,,,,
강간,36~40세,범죄자 연령,명,1480,1281,1777,1800,2053,2111,2106,2390,,,,,,
강간,41~50세,범죄자 연령,명,2273,2305,2880,3060,3671,3978,3947,4700,,,,,,
강간,51~60세,범죄자 연령,명,867,923,1282,1407,1885,2173,2422,3106,,,,,,
강간,61~70세,범죄자 연령,명,358,307,470,488,653,774,762,1043,,,,,,
강간,71세이상,범죄자 연령,명,65,65,143,137,168,217,283,378,,,,,,
강간,미상,범죄자 연령,명,523,465,619,568,391,345,488,475,,,,,,
성폭력,계,범죄자 연령,명,,,,,,,,,25223,27199,29289,32837,32858,33551
성폭력,소년,범죄자 연령,명,,,,,,,,,2564,2207,2860,3083,3173,3180
성폭력,14세미만,범죄자 연령,명,,,,,,,,,1,1,3,5,,
성폭력,14세,범죄자 연령,명,,,,,,,,,326,3,385,345,410,416
성폭력,15세,범죄자 연령,명,,,,,,,,,406,487,562,561,574,557
성폭력,16세,범죄자 연령,명,,,,,,,,,518,522,639,691,633,616
성폭력,17세,범죄자 연령,명,,,,,,,,,608,557,601,711,737,747
성폭력,18세,범죄자 연령,명,,,,,,,,,705,637,670,770,819,844
성폭력,성인,범죄자 연령,명,,,,,,,,,22555,24558,26299,29551,29427,30180
성폭력,19세,범죄자 연령,명,,,,,,,,,666,613,636,734,747,833
성폭력,20세,범죄자 연령,명,,,,,,,,,467,470,513,625,562,651
성폭력,21세,범죄자 연령,명,,,,,,,,,500,492,533,655,689,677
성폭력,22세,범죄자 연령,명,,,,,,,,,657,734,697,832,780,854
성폭력,23세,범죄자 연령,명,,,,,,,,,625,779,802,864,877,858
성폭력,24세,범죄자 연령,명,,,,,,,,,608,696,843,997,981,1023
성폭력,25세,범죄자 연령,명,,,,,,,,,543,695,699,954,1049,968
성폭력,26~30세,범죄자 연령,명,,,,,,,,,2889,3056,3336,3788,3937,4132
성폭력,31~35세,범죄자 연령,명,,,,,,,,,2882,3232,3237,3499,3127,3147
성폭력,36~40세,범죄자 연령,명,,,,,,,,,2397,2634,2802,3109,3107,3205
성폭력,41~45세,범죄자 연령,명,,,,,,,,,2718,2761,2798,2917,2776,2666
성폭력,46~50세,범죄자 연령,명,,,,,,,,,2414,2574,2729,2965,2992,2902
성폭력,51~55세,범죄자 연령,명,,,,,,,,,2106,2245,2489,2584,2601,2613
성폭력,56~60세,범죄자 연령,명,,,,,,,,,1399,1567,1839,2187,2288,2307
성폭력,61~70세,범죄자 연령,명,,,,,,,,,1188,1441,1608,2021,2053,2311
성폭력,71세이상,범죄자 연령,명,,,,,,,,,496,569,738,820,861,1033
성폭력,미상,범죄자 연령,명,,,,,,,,,104,434,130,203,258,191
강력범죄(폭력),계,범죄자 연령,명,288760,311524,411709,410634,352565,348256,379635,349305,331937,344867,349879,332779,317876,312669
강력범죄(폭력),소년,범죄자 연령,명,18104,23275,34067,29488,23276,22233,32774,22119,19352,17473,19476,21043,19742,18622
강력범죄(폭력),14세미만,범죄자 연령,명,44,57,158,84,44,33,185,89,9,12,7,10,,
강력범죄(폭력),14세,범죄자 연령,명,2448,3269,4886,4508,2551,1562,4037,2721,2285,1,1874,2071,2404,2345
강력범죄(폭력),15세,범죄자 연령,명,3665,5372,7470,7149,5274,4994,6612,3700,3386,3052,3372,3337,3368,3326
강력범죄(폭력),16세,범죄자 연령,명,3059,4226,6497,6446,5240,5510,7433,4128,3511,3562,3889,4094,3509,3392
강력범죄(폭력),17세,범죄자 연령,명,2656,3382,5053,5450,4698,4958,7185,5107,4142,4594,4342,4958,4438,3861
강력범죄(폭력),18세,범죄자 연령,명,2892,3461,5176,5851,5469,5176,7322,6374,6019,6252,5992,6573,6023,5698
강력범죄(폭력),19세,범죄자 연령,명,3340,3508,4827,,,,,,,,,,,
강력범죄(폭력),성인,범죄자 연령,명,261627,280236,367916,372381,324848,321732,341309,321485,310030,322644,327386,308864,295031,291490
강력범죄(폭력),19세,범죄자 연령,명,,,,5182,5618,6368,7277,6402,6694,7381,7366,6991,6677,6261
강력범죄(폭력),20세,범죄자 연령,명,2652,2647,3470,3597,3473,4703,5573,4758,4528,5315,5870,5628,5201,5115
강력범죄(폭력),21세,범죄자 연령,명,2755,3008,3805,4172,3634,3761,5503,5525,5282,5117,5590,5783,4930,5146
강력범죄(폭력),22세,범죄자 연령,명,4643,4784,6066,6030,5128,4846,6274,6297,6216,6635,6585,6652,6077,5627
강력범죄(폭력),23세,범죄자 연령,명,6225,6060,7324,7374,5720,5650,6454,6039,6070,6759,7279,6851,5992,5836
강력범죄(폭력),24세,범죄자 연령,명,6515,7021,8510,7881,6299,5743,6309,5798,5593,6256,6817,6864,6030,5663
강력범죄(폭력),25세,범죄자 연령,명,6672,7256,9444,8725,6694,6136,6161,5512,5247,5689,5988,6560,5992,5692
강력범죄(폭력),26~30세,범죄자 연령,명,29134,32322,44124,45241,38875,35550,35917,31541,27300,26694,26352,25877,24364,24366
강력범죄(폭력),31~35세,범죄자 연령,명,32124,32622,40835,40003,33940,33833,36408,35237,33405,34154,33634,29716,25988,23776
강력범죄(폭력),36~40세,범죄자 연령,명,39233,41247,52400,50880,41597,38018,38488,35309,32387,32700,34066,32532,31703,31580
강력범죄(폭력),41~45세,범죄자 연령,명,,,,,,,,,41788,41637,39937,35446,32239,30882
강력범죄(폭력),46~50세,범죄자 연령,명,,,,,,,,,42164,44241,43558,40072,38155,37392
강력범죄(폭력),41~50세,범죄자 연령,명,85813,91495,118450,115173,98915,94047,96412,89581,,,,,,
강력범죄(폭력),51~55세,범죄자 연령,명,,,,,,,,,42382,42888,41716,37294,35849,34406
강력범죄(폭력),56~60세,범죄자 연령,명,,,,,,,,,26393,29203,31456,30874,31426,31958
강력범죄(폭력),51~60세,범죄자 연령,명,34056,39311,55686,58817,56296,62457,68245,67031,,,,,,
강력범죄(폭력),61~70세,범죄자 연령,명,10048,10579,14885,15961,15307,16536,17613,17389,18844,21079,23720,24305,26126,28534
강력범죄(폭력),71세이상,범죄자 연령,명,1757,1884,2917,3345,3352,4084,4675,5066,5737,6896,7452,7419,8282,9256
강력범죄(폭력),미상,범죄자 연령,명,9029,8013,9726,8765,4441,4291,5552,5701,2555,4750,3017,2872,3103,2557
폭행,계,범죄자 연령,명,75994,111836,151413,157913,144243,155121,168033,166857,202731,220704,236505,228999,221369,217391
폭행,소년,범죄자 연령,명,1545,2482,4347,3502,3376,3450,6257,5550,9128,9321,10568,11517,10918,10139
폭행,14세미만,범죄자 연령,명,4,5,13,18,13,3,28,16,6,6,1,1,,
폭행,14세,범죄자 연령,명,64,136,284,237,162,123,533,398,901,1,891,952,1171,1110
폭행,15세,범죄자 연령,명,168,248,386,459,420,408,810,611,1303,1389,1598,1573,1616,1654
폭행,16세,범죄자 연령,명,173,310,554,648,577,606,1234,922,1581,1725,1985,2085,1821,1711
폭행,17세,범죄자 연령,명,251,394,805,881,891,966,1542,1368,2009,2432,2388,2710,2471,2074
폭행,18세,범죄자 연령,명,380,606,1088,1259,1313,1344,2110,2235,3328,3768,3705,4196,3839,3590
폭행,19세,범죄자 연령,명,505,783,1217,,,,,,,,,,,
폭행,성인,범죄자 연령,명,73135,107841,145282,152787,140059,150678,160234,159538,191946,208835,224017,215783,208659,205717
폭행,19세,범죄자 연령,명,,,,1370,1655,2033,2433,2511,3959,4626,4998,4730,4487,4179
폭행,20세,범죄자 연령,명,452,648,977,1055,1127,1597,1961,1860,2649,3312,3916,3898,3603,3453
폭행,21세,범죄자 연령,명,500,768,1087,1236,1198,1354,1939,2188,3135,3314,3797,4049,3433,3565
폭행,22세,범죄자 연령,명,759,1071,1735,1770,1549,1698,2269,2508,3795,4339,4544,4708,4302,4000
폭행,23세,범죄자 연령,명,1034,1542,2038,2151,1853,1999,2426,2470,3699,4410,5025,4843,4349,4211
폭행,24세,범죄자 연령,명,1227,1912,2500,2418,2055,2076,2343,2386,3452,4049,4713,4891,4385,4125
폭행,25세,범죄자 연령,명,1317,2012,2821,2715,2246,2298,2400,2339,3215,3736,4144,4654,4376,4100
폭행,26~30세,범죄자 연령,명,6573,10380,14746,15999,14546,14533,15040,14036,16591,17208,18083,18179,17421,17648
폭행,31~35세,범죄자 연령,명,8605,12157,15539,15957,14139,15477,16775,17136,20769,22139,23144,20770,18431,16881
폭행,36~40세,범죄자 연령,명,11283,16520,21254,21357,18280,18219,18706,17980,20194,21307,23579,22855,22660,22518
폭행,41~45세,범죄자 연령,명,,,,,,,,,26323,27285,27400,24809,23026,21912
폭행,46~50세,범죄자 연령,명,,,,,,,,,26291,28688,29863,27713,27087,26287
폭행,41~50세,범죄자 연령,명,26619,38935,50488,51567,46123,47035,48197,46771,,,,,,
폭행,51~55세,범죄자 연령,명,,,,,,,,,26628,27855,28370,26056,25052,24014
폭행,56~60세,범죄자 연령,명,,,,,,,,,16417,18973,21458,21705,22092,22495
폭행,51~60세,범죄자 연령,명,11046,16853,24658,26912,26863,32131,34851,35718,,,,,,
폭행,61~70세,범죄자 연령,명,3199,4361,6361,6993,6981,8358,8770,9113,11587,13464,16122,16885,18311,19965
폭행,71세이상,범죄자 연령,명,521,682,1078,1287,1444,1870,2124,2522,3242,4130,4861,5038,5644,6364
폭행,미상,범죄자 연령,명,1314,1513,1784,1624,808,993,1542,1769,1657,2548,1920,1699,1792,1535
상해,계,범죄자 연령,명,91688,104004,124301,116600,100819,86774,87457,77451,102320,93329,83069,74115,65210,59687
